type,byte,FingerPrint,Corelation
audio/mpeg,119,0.14673913043478262,1.0
text/html,119,0.1467391304347724,0.44388632412258294
image/tiff,119,0.14673913043478262,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,119,0.14673913043478262,1.0
application/zip,119,0.14673913043478265,0.08332486534442421
image/vnd.microsoft.icon,119,0.14673913043478268,0.13087206329898618
video/quicktime,119,0.14673913043478257,0.5769127456922453
video/mp4,119,0.14673913043478262,1.0
application/xml,120,0.04347826086956521,0.9888976076910728
application/fits,120,0.043478260869565216,1.0
application/x-sh,120,0.043478260869565216,1.0
application/x-msdownload,120,0.043478260869565216,1.0
image/jpeg,120,0.043478260869565584,0.7864543964141865
application/atom+xml,120,0.04347826086956522,0.8350853964193891
image/gif,120,0.0434782608695651,0.8652388808990502
image/x-ms-bmp,120,0.043478260869565216,1.0
image/svg+xml,120,0.043478260869565216,1.0
text/x-php,120,0.043478260869565216,1.0
application/xhtml+xml,120,0.04347826086956334,0.913010916964596
application/postscript,120,0.0434782608695652,0.8790717132108307
application/x-tika-msoffice,120,0.04347826086956521,0.8561471469884923
application/vnd.openxmlformats-officedocument.wordprocessingml.document,120,0.043478260869565216,1.0
video/x-flv,120,0.043478260869565216,1.0
text/x-matlab,120,0.0434782608695652,0.8757676889919827
application/vnd.ms-excel,120,0.043478260869565216,1.0
text/plain,120,0.0434782608695646,0.8931583324063301
image/png,120,0.04347826086956493,0.5744310149298726
application/pdf,120,0.04347826086956546,0.8941554911551874
application/msword,120,0.04347826086956521,0.9240291227597779
application/x-compress,120,0.043478260869565216,1.0
application/x-tika-ooxml,120,0.043478260869565216,1.0
application/rdf+xml,120,0.043478260869565216,1.0
application/vnd.google-earth.kml+xml,120,0.043478260869565216,1.0
application/rss+xml,120,0.043478260869565286,0.9233450047423729
application/epub+zip,120,0.043478260869565216,1.0
application/x-elc,120,0.043478260869565216,1.0
audio/mpeg,120,0.043478260869565216,1.0
text/html,120,0.04347826086956324,0.9700128269133713
image/tiff,120,0.043478260869565216,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,120,0.043478260869565216,1.0
application/zip,120,0.04347826086956521,0.8561471469884923
image/vnd.microsoft.icon,120,0.0434782608695652,0.8806491785653932
video/quicktime,120,0.04347826086956525,0.8066472286328902
video/mp4,120,0.043478260869565216,1.0
application/xml,121,0.293478260869565,1.0838223234582175E-5
application/fits,121,0.29347826086956524,1.0
application/x-sh,121,0.29347826086956524,1.0
application/x-msdownload,121,0.29347826086956524,1.0
image/jpeg,121,0.29347826086956386,0.03268866744403917
application/atom+xml,121,0.2934782608695653,9.78986936940296E-6
image/gif,121,0.29347826086956413,2.7003907182773245E-6
image/x-ms-bmp,121,0.29347826086956524,1.0
image/svg+xml,121,0.29347826086956524,1.0
text/x-php,121,0.29347826086956524,1.0
application/xhtml+xml,121,0.2934782608695584,0.2985676952502506
application/postscript,121,0.29347826086956535,2.6155050004606487E-4
application/x-tika-msoffice,121,0.2934782608695653,4.8205709803379264E-5
application/vnd.openxmlformats-officedocument.wordprocessingml.document,121,0.29347826086956524,1.0
video/x-flv,121,0.29347826086956524,1.0
text/x-matlab,121,0.29347826086956535,2.0553735187941E-4
application/vnd.ms-excel,121,0.29347826086956524,1.0
text/plain,121,0.2934782608695637,0.48882527917651003
image/png,121,0.2934782608695641,9.069901718680028E-5
application/pdf,121,0.29347826086956386,0.025911185325567486
application/msword,121,0.29347826086956535,1.6425883732526896E-9
application/x-compress,121,0.29347826086956524,1.0
application/x-tika-ooxml,121,0.29347826086956524,1.0
application/rdf+xml,121,0.29347826086956524,1.0
application/vnd.google-earth.kml+xml,121,0.29347826086956524,1.0
application/rss+xml,121,0.29347826086956436,2.114649616777134E-6
application/epub+zip,121,0.29347826086956524,1.0
application/x-elc,121,0.29347826086956524,1.0
audio/mpeg,121,0.29347826086956524,1.0
text/html,121,0.2934782608695448,0.03882281831460005
image/tiff,121,0.29347826086956524,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,121,0.29347826086956524,1.0
application/zip,121,0.2934782608695653,4.8205709803379264E-5
image/vnd.microsoft.icon,121,0.29347826086956535,2.933511518453548E-4
video/quicktime,121,0.29347826086956513,0.11077468802602924
video/mp4,121,0.29347826086956524,1.0
application/xml,122,0.10869565217391307,0.8364138588411408
application/fits,122,0.10869565217391304,1.0
application/x-sh,122,0.10869565217391304,1.0
application/x-msdownload,122,0.10869565217391304,1.0
image/jpeg,122,0.1086956521739125,0.5943466466004961
application/atom+xml,122,0.10869565217391305,0.48632159646618106
image/gif,122,0.1086956521739132,0.7847280185512188
image/x-ms-bmp,122,0.10869565217391304,1.0
image/svg+xml,122,0.10869565217391304,1.0
text/x-php,122,0.10869565217391304,1.0
application/xhtml+xml,122,0.10869565217390877,0.6226889964472786
application/postscript,122,0.10869565217391307,0.597168955244778
application/x-tika-msoffice,122,0.10869565217391305,0.5372713162222285
application/vnd.openxmlformats-officedocument.wordprocessingml.document,122,0.10869565217391304,1.0
video/x-flv,122,0.10869565217391304,1.0
text/x-matlab,122,0.10869565217391307,0.588241516114545
application/vnd.ms-excel,122,0.10869565217391304,1.0
text/plain,122,0.10869565217391036,0.11938558582186311
image/png,122,0.10869565217391337,0.46774416013465786
application/pdf,122,0.10869565217391346,0.7198033362436852
application/msword,122,0.10869565217391307,0.28246884005156897
application/x-compress,122,0.10869565217391304,1.0
application/x-tika-ooxml,122,0.10869565217391304,1.0
application/rdf+xml,122,0.10869565217391304,1.0
application/vnd.google-earth.kml+xml,122,0.10869565217391304,1.0
application/rss+xml,122,0.10869565217391294,0.8552901054761152
application/epub+zip,122,0.10869565217391304,1.0
application/x-elc,122,0.10869565217391304,1.0
audio/mpeg,122,0.10869565217391304,1.0
text/html,122,0.10869565217390109,0.329067417611582
image/tiff,122,0.10869565217391304,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,122,0.10869565217391304,1.0
application/zip,122,0.10869565217391305,0.5372713162222285
image/vnd.microsoft.icon,122,0.10869565217391307,0.6014669071698683
video/quicktime,122,0.10869565217391307,0.8715203522773227
video/mp4,122,0.10869565217391304,1.0
application/xml,123,0.0,1.0
application/fits,123,0.0,1.0
application/x-sh,123,0.0,1.0
application/x-msdownload,123,0.0,1.0
image/jpeg,123,0.0,1.0
application/atom+xml,123,0.0,1.0
image/gif,123,0.0,1.0
image/x-ms-bmp,123,0.0,1.0
image/svg+xml,123,0.0,1.0
text/x-php,123,0.0,1.0
application/xhtml+xml,123,0.0,1.0
application/postscript,123,0.0,1.0
application/x-tika-msoffice,123,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,123,0.0,1.0
video/x-flv,123,0.0,1.0
text/x-matlab,123,0.0,1.0
application/vnd.ms-excel,123,0.0,1.0
text/plain,123,0.0,1.0
image/png,123,0.0,1.0
application/pdf,123,0.0,1.0
application/msword,123,0.0,1.0
application/x-compress,123,0.0,1.0
application/x-tika-ooxml,123,0.0,1.0
application/rdf+xml,123,0.0,1.0
application/vnd.google-earth.kml+xml,123,0.0,1.0
application/rss+xml,123,0.0,1.0
application/epub+zip,123,0.0,1.0
application/x-elc,123,0.0,1.0
audio/mpeg,123,0.0,1.0
text/html,123,0.0,1.0
image/tiff,123,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,123,0.0,1.0
application/zip,123,0.0,1.0
image/vnd.microsoft.icon,123,0.0,1.0
video/quicktime,123,0.0,1.0
video/mp4,123,0.0,1.0
application/xml,124,0.0,1.0
application/fits,124,0.0,1.0
application/x-sh,124,0.0,1.0
application/x-msdownload,124,0.0,1.0
image/jpeg,124,0.0,1.0
application/atom+xml,124,0.0,1.0
image/gif,124,0.0,1.0
image/x-ms-bmp,124,0.0,1.0
image/svg+xml,124,0.0,1.0
text/x-php,124,0.0,1.0
application/xhtml+xml,124,0.0,1.0
application/postscript,124,0.0,1.0
application/x-tika-msoffice,124,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,124,0.0,1.0
video/x-flv,124,0.0,1.0
text/x-matlab,124,0.0,1.0
application/vnd.ms-excel,124,0.0,1.0
text/plain,124,0.0,1.0
image/png,124,0.0,1.0
application/pdf,124,0.0,1.0
application/msword,124,0.0,1.0
application/x-compress,124,0.0,1.0
application/x-tika-ooxml,124,0.0,1.0
application/rdf+xml,124,0.0,1.0
application/vnd.google-earth.kml+xml,124,0.0,1.0
application/rss+xml,124,0.0,1.0
application/epub+zip,124,0.0,1.0
application/x-elc,124,0.0,1.0
audio/mpeg,124,0.0,1.0
text/html,124,0.0,1.0
image/tiff,124,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,124,0.0,1.0
application/zip,124,0.0,1.0
image/vnd.microsoft.icon,124,0.0,1.0
video/quicktime,124,0.0,1.0
video/mp4,124,0.0,1.0
application/xml,125,0.0,1.0
application/fits,125,0.0,1.0
application/x-sh,125,0.0,1.0
application/x-msdownload,125,0.0,1.0
image/jpeg,125,0.0,1.0
application/atom+xml,125,0.0,1.0
image/gif,125,0.0,1.0
image/x-ms-bmp,125,0.0,1.0
image/svg+xml,125,0.0,1.0
text/x-php,125,0.0,1.0
application/xhtml+xml,125,0.0,1.0
application/postscript,125,0.0,1.0
application/x-tika-msoffice,125,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,125,0.0,1.0
video/x-flv,125,0.0,1.0
text/x-matlab,125,0.0,1.0
application/vnd.ms-excel,125,0.0,1.0
text/plain,125,0.0,1.0
image/png,125,0.0,1.0
application/pdf,125,0.0,1.0
application/msword,125,0.0,1.0
application/x-compress,125,0.0,1.0
application/x-tika-ooxml,125,0.0,1.0
application/rdf+xml,125,0.0,1.0
application/vnd.google-earth.kml+xml,125,0.0,1.0
application/rss+xml,125,0.0,1.0
application/epub+zip,125,0.0,1.0
application/x-elc,125,0.0,1.0
audio/mpeg,125,0.0,1.0
text/html,125,0.0,1.0
image/tiff,125,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,125,0.0,1.0
application/zip,125,0.0,1.0
image/vnd.microsoft.icon,125,0.0,1.0
video/quicktime,125,0.0,1.0
video/mp4,125,0.0,1.0
application/xml,126,0.0,1.0
application/fits,126,0.0,1.0
application/x-sh,126,0.0,1.0
application/x-msdownload,126,0.0,1.0
image/jpeg,126,0.0,1.0
application/atom+xml,126,0.0,1.0
image/gif,126,0.0,1.0
image/x-ms-bmp,126,0.0,1.0
image/svg+xml,126,0.0,1.0
text/x-php,126,0.0,1.0
application/xhtml+xml,126,0.0,1.0
application/postscript,126,0.0,1.0
application/x-tika-msoffice,126,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,126,0.0,1.0
video/x-flv,126,0.0,1.0
text/x-matlab,126,0.0,1.0
application/vnd.ms-excel,126,0.0,1.0
text/plain,126,0.0,1.0
image/png,126,0.0,1.0
application/pdf,126,0.0,1.0
application/msword,126,0.0,1.0
application/x-compress,126,0.0,1.0
application/x-tika-ooxml,126,0.0,1.0
application/rdf+xml,126,0.0,1.0
application/vnd.google-earth.kml+xml,126,0.0,1.0
application/rss+xml,126,0.0,1.0
application/epub+zip,126,0.0,1.0
application/x-elc,126,0.0,1.0
audio/mpeg,126,0.0,1.0
text/html,126,0.0,1.0
image/tiff,126,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,126,0.0,1.0
application/zip,126,0.0,1.0
image/vnd.microsoft.icon,126,0.0,1.0
video/quicktime,126,0.0,1.0
video/mp4,126,0.0,1.0
application/xml,127,0.0,1.0
application/fits,127,0.0,1.0
application/x-sh,127,0.0,1.0
application/x-msdownload,127,0.0,1.0
image/jpeg,127,0.0,1.0
application/atom+xml,127,0.0,1.0
image/gif,127,0.0,1.0
image/x-ms-bmp,127,0.0,1.0
image/svg+xml,127,0.0,1.0
text/x-php,127,0.0,1.0
application/xhtml+xml,127,0.0,1.0
application/postscript,127,0.0,1.0
application/x-tika-msoffice,127,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,127,0.0,1.0
video/x-flv,127,0.0,1.0
text/x-matlab,127,0.0,1.0
application/vnd.ms-excel,127,0.0,1.0
text/plain,127,0.0,1.0
image/png,127,0.0,1.0
application/pdf,127,0.0,1.0
application/msword,127,0.0,1.0
application/x-compress,127,0.0,1.0
application/x-tika-ooxml,127,0.0,1.0
application/rdf+xml,127,0.0,1.0
application/vnd.google-earth.kml+xml,127,0.0,1.0
application/rss+xml,127,0.0,1.0
application/epub+zip,127,0.0,1.0
application/x-elc,127,0.0,1.0
audio/mpeg,127,0.0,1.0
text/html,127,0.0,1.0
image/tiff,127,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,127,0.0,1.0
application/zip,127,0.0,1.0
image/vnd.microsoft.icon,127,0.0,1.0
video/quicktime,127,0.0,1.0
video/mp4,127,0.0,1.0
application/xml,128,0.0,1.0
application/fits,128,0.0,1.0
application/x-sh,128,0.0,1.0
application/x-msdownload,128,0.0,1.0
image/jpeg,128,0.0,1.0
application/atom+xml,128,0.0,1.0
image/gif,128,0.0,1.0
image/x-ms-bmp,128,0.0,1.0
image/svg+xml,128,0.0,1.0
text/x-php,128,0.0,1.0
application/xhtml+xml,128,0.0,1.0
application/postscript,128,0.0,1.0
application/x-tika-msoffice,128,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,128,0.0,1.0
video/x-flv,128,0.0,1.0
text/x-matlab,128,0.0,1.0
application/vnd.ms-excel,128,0.0,1.0
text/plain,128,0.0,1.0
image/png,128,0.0,1.0
application/pdf,128,0.0,1.0
application/msword,128,0.0,1.0
application/x-compress,128,0.0,1.0
application/x-tika-ooxml,128,0.0,1.0
application/rdf+xml,128,0.0,1.0
application/vnd.google-earth.kml+xml,128,0.0,1.0
application/rss+xml,128,0.0,1.0
application/epub+zip,128,0.0,1.0
application/x-elc,128,0.0,1.0
audio/mpeg,128,0.0,1.0
text/html,128,0.0,1.0
image/tiff,128,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,128,0.0,1.0
application/zip,128,0.0,1.0
image/vnd.microsoft.icon,128,0.0,1.0
video/quicktime,128,0.0,1.0
video/mp4,128,0.0,1.0
application/xml,129,0.0,1.0
application/fits,129,0.0,1.0
application/x-sh,129,0.0,1.0
application/x-msdownload,129,0.0,1.0
image/jpeg,129,0.0,1.0
application/atom+xml,129,0.0,1.0
image/gif,129,0.0,1.0
image/x-ms-bmp,129,0.0,1.0
image/svg+xml,129,0.0,1.0
text/x-php,129,0.0,1.0
application/xhtml+xml,129,0.0,1.0
application/postscript,129,0.0,1.0
application/x-tika-msoffice,129,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,129,0.0,1.0
video/x-flv,129,0.0,1.0
text/x-matlab,129,0.0,1.0
application/vnd.ms-excel,129,0.0,1.0
text/plain,129,0.0,1.0
image/png,129,0.0,1.0
application/pdf,129,0.0,1.0
application/msword,129,0.0,1.0
application/x-compress,129,0.0,1.0
application/x-tika-ooxml,129,0.0,1.0
application/rdf+xml,129,0.0,1.0
application/vnd.google-earth.kml+xml,129,0.0,1.0
application/rss+xml,129,0.0,1.0
application/epub+zip,129,0.0,1.0
application/x-elc,129,0.0,1.0
audio/mpeg,129,0.0,1.0
text/html,129,0.0,1.0
image/tiff,129,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,129,0.0,1.0
application/zip,129,0.0,1.0
image/vnd.microsoft.icon,129,0.0,1.0
video/quicktime,129,0.0,1.0
video/mp4,129,0.0,1.0
application/xml,130,0.0,1.0
application/fits,130,0.0,1.0
application/x-sh,130,0.0,1.0
application/x-msdownload,130,0.0,1.0
image/jpeg,130,0.0,1.0
application/atom+xml,130,0.0,1.0
image/gif,130,0.0,1.0
image/x-ms-bmp,130,0.0,1.0
image/svg+xml,130,0.0,1.0
text/x-php,130,0.0,1.0
application/xhtml+xml,130,0.0,1.0
application/postscript,130,0.0,1.0
application/x-tika-msoffice,130,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,130,0.0,1.0
video/x-flv,130,0.0,1.0
text/x-matlab,130,0.0,1.0
application/vnd.ms-excel,130,0.0,1.0
text/plain,130,0.0,1.0
image/png,130,0.0,1.0
application/pdf,130,0.0,1.0
application/msword,130,0.0,1.0
application/x-compress,130,0.0,1.0
application/x-tika-ooxml,130,0.0,1.0
application/rdf+xml,130,0.0,1.0
application/vnd.google-earth.kml+xml,130,0.0,1.0
application/rss+xml,130,0.0,1.0
application/epub+zip,130,0.0,1.0
application/x-elc,130,0.0,1.0
audio/mpeg,130,0.0,1.0
text/html,130,0.0,1.0
image/tiff,130,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,130,0.0,1.0
application/zip,130,0.0,1.0
image/vnd.microsoft.icon,130,0.0,1.0
video/quicktime,130,0.0,1.0
video/mp4,130,0.0,1.0
application/xml,131,0.0,1.0
application/fits,131,0.0,1.0
application/x-sh,131,0.0,1.0
application/x-msdownload,131,0.0,1.0
image/jpeg,131,0.0,1.0
application/atom+xml,131,0.0,1.0
image/gif,131,0.0,1.0
image/x-ms-bmp,131,0.0,1.0
image/svg+xml,131,0.0,1.0
text/x-php,131,0.0,1.0
application/xhtml+xml,131,0.0,1.0
application/postscript,131,0.0,1.0
application/x-tika-msoffice,131,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,131,0.0,1.0
video/x-flv,131,0.0,1.0
text/x-matlab,131,0.0,1.0
application/vnd.ms-excel,131,0.0,1.0
text/plain,131,0.0,1.0
image/png,131,0.0,1.0
application/pdf,131,0.0,1.0
application/msword,131,0.0,1.0
application/x-compress,131,0.0,1.0
application/x-tika-ooxml,131,0.0,1.0
application/rdf+xml,131,0.0,1.0
application/vnd.google-earth.kml+xml,131,0.0,1.0
application/rss+xml,131,0.0,1.0
application/epub+zip,131,0.0,1.0
application/x-elc,131,0.0,1.0
audio/mpeg,131,0.0,1.0
text/html,131,0.0,1.0
image/tiff,131,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,131,0.0,1.0
application/zip,131,0.0,1.0
image/vnd.microsoft.icon,131,0.0,1.0
video/quicktime,131,0.0,1.0
video/mp4,131,0.0,1.0
application/xml,132,0.0,1.0
application/fits,132,0.0,1.0
application/x-sh,132,0.0,1.0
application/x-msdownload,132,0.0,1.0
image/jpeg,132,0.0,1.0
application/atom+xml,132,0.0,1.0
image/gif,132,0.0,1.0
image/x-ms-bmp,132,0.0,1.0
image/svg+xml,132,0.0,1.0
text/x-php,132,0.0,1.0
application/xhtml+xml,132,0.0,1.0
application/postscript,132,0.0,1.0
application/x-tika-msoffice,132,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,132,0.0,1.0
video/x-flv,132,0.0,1.0
text/x-matlab,132,0.0,1.0
application/vnd.ms-excel,132,0.0,1.0
text/plain,132,0.0,1.0
image/png,132,0.0,1.0
application/pdf,132,0.0,1.0
application/msword,132,0.0,1.0
application/x-compress,132,0.0,1.0
application/x-tika-ooxml,132,0.0,1.0
application/rdf+xml,132,0.0,1.0
application/vnd.google-earth.kml+xml,132,0.0,1.0
application/rss+xml,132,0.0,1.0
application/epub+zip,132,0.0,1.0
application/x-elc,132,0.0,1.0
audio/mpeg,132,0.0,1.0
text/html,132,0.0,1.0
image/tiff,132,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,132,0.0,1.0
application/zip,132,0.0,1.0
image/vnd.microsoft.icon,132,0.0,1.0
video/quicktime,132,0.0,1.0
video/mp4,132,0.0,1.0
application/xml,133,0.0,1.0
application/fits,133,0.0,1.0
application/x-sh,133,0.0,1.0
application/x-msdownload,133,0.0,1.0
image/jpeg,133,0.0,1.0
application/atom+xml,133,0.0,1.0
image/gif,133,0.0,1.0
image/x-ms-bmp,133,0.0,1.0
image/svg+xml,133,0.0,1.0
text/x-php,133,0.0,1.0
application/xhtml+xml,133,0.0,1.0
application/postscript,133,0.0,1.0
application/x-tika-msoffice,133,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,133,0.0,1.0
video/x-flv,133,0.0,1.0
text/x-matlab,133,0.0,1.0
application/vnd.ms-excel,133,0.0,1.0
text/plain,133,0.0,1.0
image/png,133,0.0,1.0
application/pdf,133,0.0,1.0
application/msword,133,0.0,1.0
application/x-compress,133,0.0,1.0
application/x-tika-ooxml,133,0.0,1.0
application/rdf+xml,133,0.0,1.0
application/vnd.google-earth.kml+xml,133,0.0,1.0
application/rss+xml,133,0.0,1.0
application/epub+zip,133,0.0,1.0
application/x-elc,133,0.0,1.0
audio/mpeg,133,0.0,1.0
text/html,133,0.0,1.0
image/tiff,133,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,133,0.0,1.0
application/zip,133,0.0,1.0
image/vnd.microsoft.icon,133,0.0,1.0
video/quicktime,133,0.0,1.0
video/mp4,133,0.0,1.0
application/xml,134,0.0,1.0
application/fits,134,0.0,1.0
application/x-sh,134,0.0,1.0
application/x-msdownload,134,0.0,1.0
image/jpeg,134,0.0,1.0
application/atom+xml,134,0.0,1.0
image/gif,134,0.0,1.0
image/x-ms-bmp,134,0.0,1.0
image/svg+xml,134,0.0,1.0
text/x-php,134,0.0,1.0
application/xhtml+xml,134,0.0,1.0
application/postscript,134,0.0,1.0
application/x-tika-msoffice,134,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,134,0.0,1.0
video/x-flv,134,0.0,1.0
text/x-matlab,134,0.0,1.0
application/vnd.ms-excel,134,0.0,1.0
text/plain,134,0.0,1.0
image/png,134,0.0,1.0
application/pdf,134,0.0,1.0
application/msword,134,0.0,1.0
application/x-compress,134,0.0,1.0
application/x-tika-ooxml,134,0.0,1.0
application/rdf+xml,134,0.0,1.0
application/vnd.google-earth.kml+xml,134,0.0,1.0
application/rss+xml,134,0.0,1.0
application/epub+zip,134,0.0,1.0
application/x-elc,134,0.0,1.0
audio/mpeg,134,0.0,1.0
text/html,134,0.0,1.0
image/tiff,134,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,134,0.0,1.0
application/zip,134,0.0,1.0
image/vnd.microsoft.icon,134,0.0,1.0
video/quicktime,134,0.0,1.0
video/mp4,134,0.0,1.0
application/xml,135,0.0,1.0
application/fits,135,0.0,1.0
application/x-sh,135,0.0,1.0
application/x-msdownload,135,0.0,1.0
image/jpeg,135,0.0,1.0
application/atom+xml,135,0.0,1.0
image/gif,135,0.0,1.0
image/x-ms-bmp,135,0.0,1.0
image/svg+xml,135,0.0,1.0
text/x-php,135,0.0,1.0
application/xhtml+xml,135,0.0,1.0
application/postscript,135,0.0,1.0
application/x-tika-msoffice,135,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,135,0.0,1.0
video/x-flv,135,0.0,1.0
text/x-matlab,135,0.0,1.0
application/vnd.ms-excel,135,0.0,1.0
text/plain,135,0.0,1.0
image/png,135,0.0,1.0
application/pdf,135,0.0,1.0
application/msword,135,0.0,1.0
application/x-compress,135,0.0,1.0
application/x-tika-ooxml,135,0.0,1.0
application/rdf+xml,135,0.0,1.0
application/vnd.google-earth.kml+xml,135,0.0,1.0
application/rss+xml,135,0.0,1.0
application/epub+zip,135,0.0,1.0
application/x-elc,135,0.0,1.0
audio/mpeg,135,0.0,1.0
text/html,135,0.0,1.0
image/tiff,135,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,135,0.0,1.0
application/zip,135,0.0,1.0
image/vnd.microsoft.icon,135,0.0,1.0
video/quicktime,135,0.0,1.0
video/mp4,135,0.0,1.0
application/xml,136,0.0,1.0
application/fits,136,0.0,1.0
application/x-sh,136,0.0,1.0
application/x-msdownload,136,0.0,1.0
image/jpeg,136,0.0,1.0
application/atom+xml,136,0.0,1.0
image/gif,136,0.0,1.0
image/x-ms-bmp,136,0.0,1.0
image/svg+xml,136,0.0,1.0
text/x-php,136,0.0,1.0
application/xhtml+xml,136,0.0,1.0
application/postscript,136,0.0,1.0
application/x-tika-msoffice,136,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,136,0.0,1.0
video/x-flv,136,0.0,1.0
text/x-matlab,136,0.0,1.0
application/vnd.ms-excel,136,0.0,1.0
text/plain,136,0.0,1.0
image/png,136,0.0,1.0
application/pdf,136,0.0,1.0
application/msword,136,0.0,1.0
application/x-compress,136,0.0,1.0
application/x-tika-ooxml,136,0.0,1.0
application/rdf+xml,136,0.0,1.0
application/vnd.google-earth.kml+xml,136,0.0,1.0
application/rss+xml,136,0.0,1.0
application/epub+zip,136,0.0,1.0
application/x-elc,136,0.0,1.0
audio/mpeg,136,0.0,1.0
text/html,136,0.0,1.0
image/tiff,136,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,136,0.0,1.0
application/zip,136,0.0,1.0
image/vnd.microsoft.icon,136,0.0,1.0
video/quicktime,136,0.0,1.0
video/mp4,136,0.0,1.0
application/xml,137,0.0,1.0
application/fits,137,0.0,1.0
application/x-sh,137,0.0,1.0
application/x-msdownload,137,0.0,1.0
image/jpeg,137,0.0,1.0
application/atom+xml,137,0.0,1.0
image/gif,137,0.0,1.0
image/x-ms-bmp,137,0.0,1.0
image/svg+xml,137,0.0,1.0
text/x-php,137,0.0,1.0
application/xhtml+xml,137,0.0,1.0
application/postscript,137,0.0,1.0
application/x-tika-msoffice,137,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,137,0.0,1.0
video/x-flv,137,0.0,1.0
text/x-matlab,137,0.0,1.0
application/vnd.ms-excel,137,0.0,1.0
text/plain,137,0.0,1.0
image/png,137,0.0,1.0
application/pdf,137,0.0,1.0
application/msword,137,0.0,1.0
application/x-compress,137,0.0,1.0
application/x-tika-ooxml,137,0.0,1.0
application/rdf+xml,137,0.0,1.0
application/vnd.google-earth.kml+xml,137,0.0,1.0
application/rss+xml,137,0.0,1.0
application/epub+zip,137,0.0,1.0
application/x-elc,137,0.0,1.0
audio/mpeg,137,0.0,1.0
text/html,137,0.0,1.0
image/tiff,137,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,137,0.0,1.0
application/zip,137,0.0,1.0
image/vnd.microsoft.icon,137,0.0,1.0
video/quicktime,137,0.0,1.0
video/mp4,137,0.0,1.0
application/xml,138,0.0,1.0
application/fits,138,0.0,1.0
application/x-sh,138,0.0,1.0
application/x-msdownload,138,0.0,1.0
image/jpeg,138,0.0,1.0
application/atom+xml,138,0.0,1.0
image/gif,138,0.0,1.0
image/x-ms-bmp,138,0.0,1.0
image/svg+xml,138,0.0,1.0
text/x-php,138,0.0,1.0
application/xhtml+xml,138,0.0,1.0
application/postscript,138,0.0,1.0
application/x-tika-msoffice,138,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,138,0.0,1.0
video/x-flv,138,0.0,1.0
text/x-matlab,138,0.0,1.0
application/vnd.ms-excel,138,0.0,1.0
text/plain,138,0.0,1.0
image/png,138,0.0,1.0
application/pdf,138,0.0,1.0
application/msword,138,0.0,1.0
application/x-compress,138,0.0,1.0
application/x-tika-ooxml,138,0.0,1.0
application/rdf+xml,138,0.0,1.0
application/vnd.google-earth.kml+xml,138,0.0,1.0
application/rss+xml,138,0.0,1.0
application/epub+zip,138,0.0,1.0
application/x-elc,138,0.0,1.0
audio/mpeg,138,0.0,1.0
text/html,138,0.0,1.0
image/tiff,138,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,138,0.0,1.0
application/zip,138,0.0,1.0
image/vnd.microsoft.icon,138,0.0,1.0
video/quicktime,138,0.0,1.0
